CodigoDepartamento,NombreDepartamento,CodigoMunicipio,municipio,nombrecomercial,bandera,direccion,producto,precio,estado,fecharegistro,periodo
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO AVENIDA CALLE 80,TERPEL,Avenida Calle 80 No. 68H-39,GASOLINA CORRIENTE OXIGENADA,9150,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1011,LERIDA,ESTACIÓN DE SERVICIO LA FONTANA HRC S.A.S,BIOMAX,VEREDA EL SITIO LÉRIDA TOLIMA,BIODIESEL EXTRA,8800,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,805,TAMINANGO,SERVICENTRO PANOYA,BIOMAX,KM. 70 Vía Panamericana. Pasto-Popayán,ACPM - DIESEL,7950,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,92,ITAGUI,ESTACION DE SERVICIO TEXACO COLTEJER,TEXACO,CARRERA 52 No. 60-110,GASOLINA CORRIENTE OXIGENADA,9300,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1076,ZARZAL,ESTACION DE SERVICIO CAICEDO,MOBIL,Calle 5 No. 05-04,BIODIESEL EXTRA,9275,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,451,PAILITAS,ESTACION DE SERVICIO INVERSIONES SERVICAR,TERPEL,CARRERA  6 No. 7C-44,GASOLINA CORRIENTE OXIGENADA,9250,A,07/30/2019 12:00:00 AM,07/01/2019 12:00:00 AM
26,CASANARE,1101,TRINIDAD,ESTACION DE SERVICIO EL LAGO,TERPEL,KILOMETRO 1 VIA BOCAS DEL PAUTO,GASOLINA CORRIENTE OXIGENADA,10100,A,07/22/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,847,TOLEDO,ESTACION DE SERVICIO SANTA RITA,COOMULPINORT,CALLE 3 A No. 9 - 60,GASOLINA CORRIENTE OXIGENADA,7539,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTACION DE SERVICIO BRISAS DEL PACIFICO,BIOMAX,CENTRAL DE LLORENTE,GASOLINA CORRIENTE OXIGENADA,8000,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
25,ARAUCA,1083,TAME,COMPANIA DE SERVICIOS LOS CENTAUROS SA,TERPEL,CALLE 14 2-34,GASOLINA CORRIENTE OXIGENADA,10180,A,07/19/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,232,BELEN,EDS BELEN 2,ESSO,CARRERA 5 NO. 1-04,GASOLINA CORRIENTE OXIGENADA,9849,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1047,CARTAGO,ESTACION DE SERVICIO LA SUPER 13,MOBIL,CARRERA 2 No. 32-19,GASOLINA EXTRA OXIGENADA,12300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,105,MUTATA,DISTRICOMBUSTIBLES,TERPEL,CALLE 10 No. 10-13,GASOLINA EXTRA OXIGENADA,10600,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,449,LA JAGUA DE IBIRICO,ESTACION DE SERVICIO LA FE DE LA JAGUA,ECOS,VIA SALIDA A LAS PALMITAS,GASOLINA CORRIENTE OXIGENADA,7200,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,499,CAJICA,ESTACION PUENTE CAJICA,BIOMAX,PREDIO BARICHARA 2 VEREDA CALAHORRA,GASOLINA EXTRA OXIGENADA,12699,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,746,PASTO,ESTACION DE SERVICIO ALTOS DE DAZA,TEXACO,KILOMETRO 6 SECTOR ALTOS DE DAZA,BIODIESEL EXTRA,7225,A,07/06/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1075,YUMBO,COVEROL S.A.S,TERPEL,CALLE 16 No. 4-40,GASOLINA CORRIENTE OXIGENADA,9460,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,673,ALBANIA,ESTACION DE SERVICIO AUTOMOTRIZ LEO ALBANIA,AYATAWACOOP,CARRETERA NACIONAL VIA  CUESTECITA - RIOACHA KM 3,GASOLINA CORRIENTE OXIGENADA,6200,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,60,CALDAS,ESTACION DE SERVICIOS DISTRACOM CODICALDAS,MOBIL,CARRERA 50 No. 123 SUR-55,BIODIESEL EXTRA,9160,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION STA SOFIA,BIOMAX,AC  127 No. 20-85,BIODIESEL EXTRA,8979,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,146,TURBO,LA MANUELA,TERPEL,Vía al Mar Currulao,GASOLINA EXTRA OXIGENADA,12370,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,571,SESQUILE,PETROBRAS SESQUILE,PETROBRAS,KILOMETRO 39 Y 40 DOBLE CALZADA BOGOTA - TUNJA COSTADO DERECHO,GASOLINA CORRIENTE OXIGENADA,9635,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,1389,VENECIA,BOMBA DE GASOLINA DE LA GAVIOTA,BIOMAX,Calle Principal Salida a Cabrera,BIODIESEL EXTRA,9420,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,773,IPIALES,ESTACION DE SERVICIO COMBUSCOL - EL LITORIAL IPIALES,TEXACO,Cra 1 No. 15-16,BIODIESEL EXTRA,7450,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,686,VILLANUEVA,EDS AUTOMOTRIZ PONCHO,AYATAWACOOP,VARIANTE KILOMETRO 34 SALIDA A VALLEDUPAR,GASOLINA CORRIENTE OXIGENADA,6000,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,OPERACIONES Y SERVICIOS DE COMBUSTIBLES SAS - MASSEER SAS,TERPEL,CALLE 13 No. 80-11,GASOLINA CORRIENTE OXIGENADA,9190,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,690,ARIGUANI,SERVICIOS Y COMBUSTIBLES ARIGUANI,PETROMIL,CARRETERA PRINCIPAL EL DIFICIL SALIDA BOSCONIA,GASOLINA CORRIENTE OXIGENADA,9700,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,585,TENJO,ESTACION DE SERVICIO ESSO LOS PINOS,MOBIL,ROUND POID SIBERIA KILOMETRO 5 MAS 00 COSTADO NORTE,GASOLINA EXTRA OXIGENADA,8771,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,446,GAMARRA,ESTACION DE SERVICIO TERRESTRE COOTRAGAM LTDA,TERPEL,CALLE 13 No. 12-299,GASOLINA CORRIENTE OXIGENADA,8500,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,446,GAMARRA,ESTACION DE SERVICIO TERRESTRE COOTRAGAM LTDA,TERPEL,CALLE 13 No. 12-299,BIODIESEL EXTRA,8500,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,852,CALARCA,ESTACION DE SERVICIO LA NUEVA HABANA,BIOMAX,CARRERA 16 NO. 38-47,GASOLINA CORRIENTE OXIGENADA,9699,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,746,PASTO,SERVICENTRO PANAMERICANA,MOBIL,Calle 20 No. 44A-70,BIODIESEL EXTRA,10990,A,07/27/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO LA SIBERIA,BIOMAX,DG 127BIS 91B 37,GASOLINA EXTRA OXIGENADA,13063,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO LA SIBERIA,BIOMAX,DG 127BIS 91B 37,BIODIESEL EXTRA,8619,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,806,TANGUA,ESTACION LA MARQUEZA,MOBIL,Km 16 sur Marqueza bajo de Tangua,ACPM - DIESEL,7240,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,178,SOLEDAD,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO ESSO CIRCUNVALAR,MOBIL,CARRERA 27C No. 58-39,GASOLINA CORRIENTE OXIGENADA,9450,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",SERVICENTRO MOBIL EL PORVENIR,MOBIL,CALLE 63 SUR No. 70C - 25,GASOLINA CORRIENTE OXIGENADA,9630,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1005,FLANDES,SERVICENTRO BANDERAS DEL TOLIMA II,BIOMAX,VEREDA PUERTA BLANCA PREDIO LA ESMERALDA,BIODIESEL EXTRA,8820,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,475,PLANETA RICA,EDS OZ PLANETA RICA,ZEUSS,CARRERA 5 No. 20 - 100,BIODIESEL EXTRA,9475,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS SANTA MARTHA,OCTANO,CALLE 39 B SUR NO. 11-61 ESTE,BIODIESEL EXTRA,8780,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,509,COTA,ESTACION DE RANCHO SABANA,PETROMIL,KM 4  VIA  SIBERIA COTA,GASOLINA CORRIENTE OXIGENADA,9239,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,116,REMEDIOS,ESTACION  DE SERVICIO  Y SERVICTECA ANGOLA,MOBIL,CRA 15 3A 250,GASOLINA CORRIENTE OXIGENADA,9740,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,116,REMEDIOS,ESTACION  DE SERVICIO  Y SERVICTECA ANGOLA,MOBIL,CRA 15 3A 250,BIODIESEL EXTRA,9540,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,48,ARGELIA,ESTACION DE SERVICIO AUTOMOTRIZ LA GRUTA,ZEUSS,CARRERA 33 No. 30 A - 05,GASOLINA CORRIENTE OXIGENADA,10300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,672,RIOHACHA,ESTACION DE SERVICIOS PEPPER,AYATAWACOOP,CALLE 15 No. 16-104,GASOLINA CORRIENTE OXIGENADA,7010,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO BRISAS DE LA GAITANA,TERPEL,calle 8 No 29a-32,GASOLINA CORRIENTE OXIGENADA,9659,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO COOTRANSHUILA LA TOMA,CASAMOTOR,CARRERA 1G No. 16-45 LA TOMA,BIODIESEL EXTRA,9290,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,862,PEREIRA,ESTACION DE SERVICIO LA PONDEROSA PEREIRA,BIOMAX,VEREDA EL CONTENTO KILOMETRO 9 VIA ALCALA,GASOLINA CORRIENTE OXIGENADA,9755,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,546,MOSQUERA,ESTACION DE SERVICIO SAN JORGE MOSQUERA,BIOMAX,CALLE 3 NO. 18-53,GASOLINA CORRIENTE OXIGENADA,9359,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS TEXACO 7 DE AGOSTO,TEXACO,CARRERA 15 No.  67-49,BIODIESEL EXTRA,9500,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,778,LA UNION,ESTACION DE SERVICIO CUCHILLAS PEÑAS BLANCAS UNION NARIÑO,TERPEL,VEREDA CUCHILLAS PEÑAS BLANCAS,ACPM - DIESEL,7490,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,158,ZARAGOZA,AC LOS ALMENDROS,ZEUSS,AVENIDA JUNIN EL PUERTO,GASOLINA CORRIENTE OXIGENADA,9415,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,EDS EL INGENIO,TERPEL,CALLE 25 No. 85C-42,GASOLINA EXTRA OXIGENADA,11940,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,604,ZIPAQUIRA,ESTACION DE SERVICIO EL LICEO,PETROBRAS,CALLE 8 N 12-66,GASOLINA CORRIENTE OXIGENADA,9730,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,568,SAN FRANCISCO,EDS LA FLORESTA,TEXACO,LOTE PORCION B KILOMETRO 46 00 AUTO. BOGOTÁ - MEDELLÍN VEREDA ARRAYAN BAJO SAN FRACISCO,GASOLINA EXTRA OXIGENADA,12200,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,391,SOLANO,ESTACION DE SERVICIO FLUVIAL CASETA No 1 DE MISAEL,TERPEL,PUERTO PRICIPAL,GASOLINA CORRIENTE OXIGENADA,10700,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,155,YARUMAL,ESTACION DE SERVICIO ANA MARIA,TEXACO,LA VARIANTE KILOMETRO 2 FINCA LOS PICADORES,BIODIESEL EXTRA,9360,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,EL TRIUNFO PROYECTOS Y NEGOCIOS,ESSO,AVENIDA QUEBRADA SECA 30-25,GASOLINA EXTRA OXIGENADA,11589,A,07/18/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,963,SINCELEJO,EDS FORD,TEXACO,CALLE 13 A No. 17 - 07 BARRIO FORD,BIODIESEL EXTRA,8880,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,782,MAGUI,ESTACION DE SERVICIO CLARET,BIOMAX,BARRIO CUATA,ACPM - DIESEL,9200,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ PUENTE BOLIVAR,MOBIL,CARRERA 22 No. 45-15,GASOLINA CORRIENTE OXIGENADA,9440,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,847,TOLEDO,ESTACION DE SERVICIO LUCERITO,COOMULPINORT,CORREGIMIENTO SAN BERNARDO DE BATA,GASOLINA CORRIENTE OXIGENADA,7520,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTRELLA DEL SUR,TEXACO,CALLE 8 B No. 65-301,GASOLINA CORRIENTE OXIGENADA,9310,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,751,BARBACOAS,LAS BRISAS ESTACION DE SERVICIO FLUVIAL,BIOMAX,CALLE LAS BRISAS,BIODIESEL EXTRA,7490,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO TERPEL LA RAYA,TERPEL,CARRERA 52 No. 14 SUR-04,BIODIESEL EXTRA,8990,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIOS AUTOMOTRIZ LOS LAURELES BARRANCABERMEJA,BIOMAX,LOTE No. 9 A -16 MANZANA 2,BIODIESEL EXTRA,8700,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS TERPEL CALLE 127,TERPEL,AK 45 No. 125 - 71 - 91,GASOLINA CORRIENTE OXIGENADA,9510,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,988,IBAGUE,ESTACION DE SERVICIO LA PRIMAVERA IBAGUE,BIOMAX,CARRERA 1 N.17-18,BIODIESEL EXTRA,8999,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,949,SAN VICENTE DE CHUCURI,BOMBA SANTANDER,TERPEL,Calle 15 No. 12-76,BIODIESEL EXTRA,9280,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,378,FLORENCIA,EDS EL CHORRO,MOBIL,CARRERA 10 CALLE 20 ESQUINA,GASOLINA EXTRA OXIGENADA,12200,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,705,PUEBLOVIEJO,ESTACION DE SERVICIO LOS LAGOS,PUMA,CALLE 12 No. 6-40,GASOLINA CORRIENTE OXIGENADA,9250,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,351,MANIZALES,ESTACION DE SERVICIO CDA,TERPEL,AVENIDA KEVIN ANGEL CALLE 63-77,GASOLINA CORRIENTE OXIGENADA,9347,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,645,GARZON,ESTACION DE SERVICIO ALTO GARZON,TERPEL,KILOMETRO 1 VIA PITALITO,GASOLINA CORRIENTE OXIGENADA,9978,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",REAL TRANSPORTADORA SA,TERPEL,Calle 1 C Bis No. 18 - 34,BIODIESEL EXTRA,8793,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,908,FLORIDABLANCA,ESTACION DE SERVICIO RUITOQUE,MOBIL,Autopista Floridablanca 205-10,GASOLINA EXTRA OXIGENADA,11700,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,973,LOS PALMITOS,EDS SABANAS DE BELTRAN,TERPEL,CALLE 8B CARRERA 4-27 CORREGIMIENTO SABANAS DE BELTRAN,BIODIESEL EXTRA,8435,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIO EL CENTRO LA GRAN ESTACION,TERPEL,VEREDA EL PROGRESO CORREGIMIENTO EL CENTRO KILOMETRO 12 MAS 200,BIODIESEL EXTRA,8994,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,52,BELLO,ESTACION DE SERVICIO AUTOMOTRIZ EXITO BELLO,MOBIL,DIAGONAL 51 # 35 - 120,GASOLINA EXTRA OXIGENADA,12460,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,381,CARTAGENA DEL CHAIRA,ESTACION DE SERVICIO AUTOMOTRIZ LA ESTANCIA DE CARTAGENA,TERPEL,Calle 4 No.13A - 06,BIODIESEL EXTRA,9730,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,963,SINCELEJO,ESTACION DE SERVICIO DISTRACOM LAS PEÑITAS,ESSO,CALLE 25 No. 25B ¿ 220,GASOLINA EXTRA OXIGENADA,12320,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1105,ORITO,ESTACION DE SERVICIO SERVICENTRO CHAPINERO,TERPEL,Diagonal 8 No. 6-234 Barrio Chapinero Orito,BIODIESEL EXTRA,10070,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO COUNTRY,MOBIL,AVENIDA 19 No. 127C-50,GASOLINA CORRIENTE OXIGENADA,9419,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,700,NUEVA GRANADA,EDS NUEVA GRANADA SAS,SAVE,CALLE 5 No. 5-09,BIODIESEL EXTRA,8950,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,834,OCAÑA,ESTACION DE SERVICIO LA CARBONERA,TERPEL,Cra 11 No. 31-120 Barrio Acolsure,GASOLINA CORRIENTE OXIGENADA,7500,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,589,TOCANCIPA,ESTACION TOCANCIPA KILOMETRO 37 AUTOPISTA NORTE,TEXACO,KILOMETRO 37 AUTOPISTA NORTE LOTE CAFE ELEGANTE SEGUNDO LOTE VEREDA CANA,GASOLINA EXTRA OXIGENADA,12780,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,524,GIRARDOT,DISTRIBUIDORA AGRICOLA LA MAGDALENA,TERPEL,AVENIDA 29 CARRERA 8 A ESQUINA BARRIO SANTANDER,GASOLINA CORRIENTE OXIGENADA,9630,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,810,SAN JOSE DE CUCUTA,ESTACION DE SERVICIOS QUEBRADA SECA,TERPEL,KILOMETRO 63 VIA SARDINATA,BIODIESEL EXTRA,6560,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,751,BARBACOAS,ESTACIÓN DE SERVICIO FLUVIAL SURTI PAISA,BIOMAX,AL FRENTE DEL PASO GRANDE RIO TELEMBÍ,ACPM - DIESEL,7570,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,EDS CAÑAVERALES,TEXACO,CALLE 23 No. 50-41,BIODIESEL EXTRA,9250,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,EDS GUADALUPE,TEXACO,Calle 14b No. 53.130,GASOLINA EXTRA OXIGENADA,11890,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,GASOLINA CORRIENTE OXIGENADA,9160,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,BIODIESEL EXTRA,8720,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,OPECOM EDS VILLA DEL PRADO,TERPEL,CARRERA 5 No. 58A-11,GASOLINA CORRIENTE OXIGENADA,9290,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,843,SARDINATA,ESTACION DE SERVICIO SARDINATA NET,TERPEL,KM 122 Carretera Alto del Pozo,BIODIESEL EXTRA,6800,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,988,IBAGUE,EDS TERPEL FERROCARRIL,TERPEL,CALLE 25 No. 3-37,BIODIESEL EXTRA,8810,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ MOBIL CARACAS,MOBIL,Calle 53 No 44-10,GASOLINA EXTRA OXIGENADA,11610,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,673,ALBANIA,GASOLINERA MONSI # 2,AYATAWACOOP,CUESTECITA SALIDA A MAICAO,BIODIESEL EXTRA,6400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,358,LA DORADA,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL LA TRONCAL,TERPEL,CARRERA 2 No. 21-02,GASOLINA EXTRA OXIGENADA,12100,A,07/16/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,78,EL BAGRE,ESTACION DE SERVICIO DISTRACOM FLUVIAL EL BAGRE,TEXACO,BARRIO PLAYA RICA No. 57A-55,GASOLINA CORRIENTE OXIGENADA,10090,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,755,CONSACA,ESTACION DE SERVICIO CONSACA,TERPEL,VEREDA ALTO BOMBONA - CONSOCA,GASOLINA CORRIENTE OXIGENADA,9500,A,07/21/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,172,PUERTO COLOMBIA,EDS LA CASTELLANA,TERPEL,PROLONGACION CARRERA 53 DESPUES DEL PUENTE CIRCUNVALAR,GASOLINA CORRIENTE OXIGENADA,9480,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,860,QUIMBAYA,SERVICENTRO GUALANDAY,TERPEL,CARRERA 5 No. 17-60,GASOLINA CORRIENTE OXIGENADA,9750,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO PUENTE ARANDA,PETROBRAS,AvenidaCarrera 50 No. 19  32,GASOLINA CORRIENTE OXIGENADA,9590,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIO GAS MOVIL LOS AMARILLOS,TERPEL,CALLE 71 No. 21-110 BARRIO LA LIBERTAD,BIODIESEL EXTRA,9030,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,228,TUNJA,ESTACION DE SERVICIO RUTA 55,PETROBRAS,AVENIDA CIRCUNVALAR 300 METROS SUR VEREDA RUNTA ABAJO,BIODIESEL EXTRA,9276,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,773,IPIALES,ESTACION DE SERVICIO SERVICENTRO LAS LAJAS EU,TERPEL,AVENIDA PANAMERICANA NORTE LOS CHILCOS DE IPIALES,ACPM - DIESEL,9495,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,457,SAN DIEGO,ESTACION DE SERVICIOS COOTRANSDIPAZ,PUMA,CARRERA 11 No.. 3-27,GASOLINA CORRIENTE OXIGENADA,8050,A,07/27/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,782,MAGUI,ESTACION DE SERVICO LOS HERMANOS,TEXACO,BARRIO CUATA,BIODIESEL EXTRA,9800,A,07/26/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,424,SANTANDER DE QUILICHAO,EDS SERVIAUTOS DEL SUR LTDA,TERPEL,CARRERA 13 No. 1 SUR-14 BARRIO BETANIA,BIODIESEL EXTRA,9322,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
